model,n_features,auc,auprc,sensitivity,specificity,f1,fnr,brier,ece_10bin,calibration_slope,calibration_intercept
reduced_lightgbm,18,0.8434093603907634,0.8377219263321203,0.7830832196452933,0.7382645803698435,0.7699530516431925,0.21691678035470668,0.16150554124575386,0.029965312638037422,1.127726442408349,0.0160524698802203
